Question,Answer(s),Sport,Difficulty,Hop
"Question: How long does a typical American football game last including all the breaks and timeouts?

A) Approximately 60 minutes of playing time
B) About 3 hours from start to finish
C) Exactly 90 minutes like a soccer match
D) Roughly 2 hours without any interruptions",B,American Football,easy,single
"Question: Which durations are typical for a standard American Football game quarter?

A) 15 minutes of playtime
B) 20 minutes of playtime
C) 30 minutes of playtime
D) 10 minutes of playtime",A,American Football,easy,single
"Question: What situations allow for a free substitution in American football?

A) After a scoring play
B) During a timeout called by the officials
C) When the ball goes out of bounds
D) In the middle of a play without a stoppage of the clock",ABC,American Football,easy,single
"Question: Why might a coach substitute a defensive player with a fresh one during a game?

A) To allow the player to rest.
B) To adjust to the opposing team's offensive strategy.
C) Because the player needs to watch film.
D) Because the player has been ejected from the game.",ABD,American Football,easy,single
"Question: How can a player legally enter the game as a substitute in American Football?

A) During a timeout called by either team
B) After a play has ended and before the next snap or free kick
C) While the ball is in play
D) When the player they are replacing has left the field",ABD,American Football,easy,single
"Question: Which players are allowed to substitute freely between downs in a game of American football?

A) Offensive players
B) Defensive players
C) Special teams players
D) Fans",ABC,American Football,easy,single
"Question: Why might a referee call a personal foul for roughing the passer in an American football game?

A) The quarterback was hit after throwing the ball.
B) The quarterback was tackled below the knees.
C) The wide receiver was pushed out of bounds.
D) The running back was tackled without the ball.",AB,American Football,easy,single
"Question: What could result in a defensive pass interference foul in American football?

A) The defender holds the receiver's arm before the ball arrives.
B) The defender plays the ball and unintentionally contacts the receiver.
C) The defender pushes the receiver out of bounds before the ball arrives.
D) The defender trips the receiver as they are running their route.",ACD,American Football,easy,single
"Question: Why might a referee call a personal foul for roughing the passer in an American Football game?

A) The defender tackled the quarterback after the ball was already thrown.
B) The defender blocked a receiver too early before the ball arrived.
C) The defender made helmet-to-helmet contact with the quarterback.
D) The defender grabbed the quarterback's facemask during the tackle.",AC,American Football,easy,single
"Question: Which of the following scenarios would result in a holding foul in American football?

A) An offensive lineman grabs a defender's jersey while blocking him.
B) A defensive player tackles the quarterback after he has thrown the ball.
C) A receiver uses his hands to prevent a defender from intercepting the ball.
D) A defender wraps his arms around the waist of an offensive player without the ball.",AD,American Football,easy,single
"Question: What might a referee penalize a player for after the quarterback throws a pass?

A) Roughing the passer
B) Delay of game
C) Holding an opponent
D) Illegal use of hands",A,American Football,easy,single
"Question: Why might a referee call a holding penalty during an American football game?

A) A player tackles someone who pretended to have the ball but doesn't have the ball.
B) An offensive player uses their hands or arms to hinder a defender's movement.
C) A player grabs another player's face mask.
D) A defender wraps their arms around the waist of an offensive player from behind.",BD,American Football,easy,single
"Question: How can a defensive player legally stop an offensive player who has possession of the ball?

A) By tackling the player before they go out of bounds
B) By pulling the player's jersey to slow them down
C) By intercepting the ball when it is thrown
D) By grabbing the player's face mask to turn their head",AB,American Football,easy,single
"Question: What should a quarterback do when facing a heavy blitz on a 3rd and long situation?

A) Attempt a quick pass to a wide receiver.
B) Hold onto the ball and wait for a play to develop downfield.
C) Throw the ball away to avoid a sack.
D) Hand off the ball to a running back for a draw play.",AC,American Football,easy,single
"Question: Why might a coach decide to go for a two-point conversion instead of a standard extra-point kick after scoring a touchdown?

A) The team is trailing by a significant margin late in the game.
B) The kicker is injured and less likely to make the extra-point kick.
C) The weather conditions are making kicking more difficult.
D) The coach wants to give the backup quarterback some playtime.",ABC,American Football,easy,single
